47,21
38,46
38,100
38,49
82,130
82,42
81,62
71,13
71,111
124,74
10,98
10,65
10,129
67,0
67,42
67,129
67,126
67,140
67,8
67,63
67,16
67,93
67,133
67,52
67,130
67,13
67,118
67,77
67,131
90,115
90,81
90,78
32,51
32,37
62,8
106,13
115,4
115,131
53,22
9,144
9,76
24,22
103,8
103,96
114,16
114,69
31,14
31,133
31,36
31,10
31,104
31,129
31,114
15,39
15,105
15,117
19,65
1,76
102,42
102,73
100,67
100,80
84,33
126,141
126,115
126,0
126,26
126,9
126,154
126,42
126,139
126,31
126,133
126,13
126,76
126,38
126,160
126,46
126,65
126,67
126,131
126,39
126,123
126,136
126,49
72,115
72,94
72,48
72,137
72,133
72,18
72,138
72,13
72,123
72,67
72,63
11,63
68,115
68,13
68,53
68,97
68,63
68,0
68,71
68,7
68,108
68,35
129,111
87,96
18,62
18,131
121,42
121,144
121,122
64,13
64,95
64,63
64,62
64,123
58,13
58,22
58,78
95,57
95,30
95,32
95,63
95,16
95,88
95,120
95,99
95,132
95,81
95,91
95,124
83,108
83,68
22,144
22,157
22,123
22,62
22,19
22,145
22,151
22,58
22,82
22,6
22,38
22,65
22,129
22,110
93,115
93,34
41,57
41,62
41,14
41,67
41,131
130,53
130,93
130,129
130,112
73,129
73,16
3,140
3,13
3,53
113,111
78,57
78,63
61,15
61,111
61,8
36,64
36,93
36,67
88,38
25,115
25,45
128,5
128,144
128,133
128,62
128,38
128,65
128,131
48,13
48,144
48,129
48,42
48,52
48,45
48,65
48,10
48,79
48,136
26,14
109,62
119,115
23,13
23,53
23,42
23,157
23,142
23,121
23,15
23,8
23,144
12,129
65,106
65,129
97,15
97,8
20,65
20,0
20,11
20,13
20,53
20,97
20,144
20,133
69,129
79,51
33,95
33,128
116,46
55,68
2,29
99,142
99,125
45,45
45,144
107,13
107,0
107,23
107,97
17,13
17,0
17,42
17,157
17,101
17,19
17,62
17,141
17,14
17,20
17,6
17,93
17,104
17,130
17,45
17,144
17,97
17,131
17,134
86,42
86,126
86,73
86,104
86,144
34,13
34,0
34,2
34,42
34,57
34,108
34,30
34,63
34,93
34,88
34,99
34,137
34,120
34,81
34,67
34,104
34,153
34,3
49,33
85,144
85,15
85,63
85,53
85,119
85,115
85,148
85,13
85,17
85,0
85,59
85,156
85,52
85,46
85,47
85,109
85,12
85,146
85,74
85,111
85,97
85,71
85,78
85,95
85,94
85,127
85,84
85,131
85,35
122,129
122,49
44,13
44,129
75,41
75,15
75,42
75,129
75,142
75,62
75,104
75,40
75,8
75,72
75,144
75,122
40,133
40,98
108,97
108,15
108,152
108,42
108,142
108,62
108,125
108,0
108,158
108,16
108,69
108,8
108,73
108,135
108,24
108,90
108,72
108,144
108,13
108,10
108,79
108,122
108,102
108,107
63,33
120,119
101,95
101,128
118,13
118,42
118,101
118,142
118,132
118,54
118,18
118,158
118,16
118,93
118,129
118,137
118,38
118,140
118,130
118,108
118,27
118,77
118,131
118,134
118,124
13,63
13,141
13,158
13,129
13,15
13,13
13,8
13,123
94,13
94,63
94,75
94,115
94,50
94,144
94,46
94,9
94,154
94,42
94,56
94,147
94,123
94,34
94,49
21,129
21,104
105,15
105,8
7,57
43,42
43,129
43,8
43,54
43,73
43,51
43,90
54,111
14,104
74,82
50,64
50,57
50,132
50,155
50,46
50,32
50,16
50,88
50,133
50,130
50,120
50,91
96,41
96,97
96,103
96,63
96,62
96,95
96,131
96,49
96,100
52,42
52,129
52,155
52,8
52,16
52,93
52,133
52,15
52,130
52,90
52,118
52,122
52,73
52,107
4,42
4,142
4,40
4,123
4,16
4,93
4,8
4,144
4,118
4,77
27,53
27,64
27,57
27,15
27,28
27,8
27,45
77,116
111,0
111,125
111,135
111,97
117,93
117,65
57,62
57,38
57,13
57,0
57,19
57,145
57,82
57,6
57,23
57,65
57,58
57,131
57,137
57,149
60,57
98,94
98,57
98,108
98,37
98,159
98,63
98,99
98,55
98,83
98,85
98,81
98,96
98,129
98,67
98,104
98,153
89,42
89,8
89,158
89,90
89,144
89,118
127,13
29,156
0,116
51,66
28,90
80,68
80,55
80,60
80,93
76,140
76,14
76,13
76,93
76,69
76,44
76,133
76,98
76,65
76,129
76,33
66,95
66,101
66,142
66,141
66,16
66,93
66,138
66,8
66,72
66,10
66,79
66,61
66,73
66,117
8,16
8,83
5,129
5,8
5,52
5,90
5,144
5,86
123,140
125,64
125,48
125,63
125,76
125,97
125,8
125,45
125,78
125,94
125,104
125,154
125,42
125,131
125,98
92,14
92,13
92,95
92,22
92,65
56,131
30,157
30,142
30,119
30,115
30,141
30,16
30,93
30,97
30,129
30,70
30,13
30,45
30,138
30,144
30,43
30,10
30,79
30,122
30,87
30,77
30,123
30,73
16,130
104,13
104,0
104,101
104,8
104,97
104,90
104,19
104,16
104,15
104,144
104,92
104,73
104,107
42,57
42,30
42,32
42,88
42,120
42,91
35,89
91,98
70,68
59,38
59,82
59,62
59,131
112,131
110,42
110,126
110,8
110,90
110,158
110,16
110,93
110,137
110,10
110,15
110,72
110,152
110,97
110,130
110,77
110,131
110,107
110,68
6,13
37,153
46,65
46,25
46,13
46,53
46,97
46,133
46,42
46,119
46,115
46,71
46,0
46,52
46,143
46,150
46,117
46,123
46,106
46,147
46,113
46,14
46,29
46,137
46,87
46,154
46,80
46,1
39,15
39,144
39,33
